,JPM,XOM,PG,D,VZ,EQR,NEM,AAPL,BA,JNJ,NKE
Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
07/12/2017,89.140434,62.987545,78.142166,67.284821,38.865734,53.87775,30.610308,40.190212,268.715363,121.794952,57.513306
08/12/2017,90.25663,63.071472,78.376358,67.445633,39.382198,54.42355,30.167173,40.202084,272.460663,122.299507,58.177639
11/12/2017,89.992485,63.353794,78.254929,67.654671,39.960331,54.514511,29.545073,40.98539,269.849426,122.777931,58.75658
12/12/2017,91.040466,63.147789,77.925354,67.083778,41.000961,54.828781,29.476898,40.755142,276.31076,124.048012,59.003338
13/12/2017,89.89875,63.422482,78.818649,67.630562,40.769718,54.274696,30.465437,40.89045,278.121429,124.300278,61.024845
14/12/2017,89.17453,63.254608,78.922745,67.847656,40.345753,54.084496,30.593262,40.878578,280.065582,123.221573,61.243122
15/12/2017,90.435539,63.353794,79.694618,68.273827,40.600121,54.299503,30.567686,41.293949,280.122711,123.926239,61.489876
18/12/2017,91.134209,63.285114,79.685959,66.537025,41.047215,54.249893,31.232389,41.8755,282.21933,123.352104,61.508858
19/12/2017,90.750793,62.903614,79.512505,65.403259,40.723469,53.174824,30.97674,41.429256,283.27713,123.334686,60.967896
20/12/2017,90.435539,63.23172,79.382416,64.800224,40.677212,52.769588,31.198309,41.384155,283.896515,122.795364,60.351013
21/12/2017,91.875496,63.979477,79.503838,64.84848,40.862206,52.422264,31.300575,41.54081,281.161469,122.708359,61.470898
22/12/2017,91.551712,64.07103,79.902763,64.679619,41.000961,52.761322,31.462477,41.54081,281.22818,121.890671,60.066299
26/12/2017,91.185341,64.078667,80.206306,64.591171,41.02409,53.009411,32.016403,40.486931,281.475952,121.864555,60.407955
27/12/2017,91.355759,64.017616,79.87674,64.856514,41.070343,52.992882,32.041969,40.494041,281.723755,122.282112,59.743607
28/12/2017,91.841408,64.109192,79.850731,65.186188,41.185966,53.133465,31.965265,40.607986,282.419495,122.273415,59.743607
29/12/2017,91.117157,63.819241,79.685959,65.178146,40.800541,53.153461,31.973795,40.168861,281.04718,121.542725,59.363979
02/01/2018,91.977722,64.879829,78.619171,64.550964,41.263054,52.936752,32.519184,40.888077,282.886414,121.116432,60.256092
03/01/2018,92.071457,66.154076,78.523781,62.066357,40.415127,53.211815,32.24649,40.880951,283.8013,122.273415,60.246605
04/01/2018,93.39045,66.245651,79.07885,61.776917,40.546169,52.294937,32.604404,41.070835,282.724426,122.264725,60.208637
05/01/2018,92.790909,66.192238,79.130882,61.784946,40.453663,52.253265,32.723721,41.538441,294.322327,123.273796,60.721146
08/01/2018,92.92794,66.489815,79.54718,62.733742,40.384296,52.60334,32.689617,41.384155,295.57074,123.430374,61.262123
09/01/2018,93.39901,66.207504,78.96611,62.082436,40.236168,51.969864,32.476578,41.379414,303.461517,125.387642,60.825542
10/01/2018,94.426781,65.681015,78.463081,61.278385,40.298538,51.228039,32.672577,41.369919,305.205505,125.239777,60.948914
11/01/2018,94.932091,66.32959,78.185547,61.278385,40.625977,50.811287,33.098675,41.604897,312.695984,125.953087,61.01535
12/01/2018,96.499451,66.779747,77.717209,61.061291,40.431068,50.361187,33.908245,42.034534,320.40567,126.796921,61.375996
16/01/2018,96.156883,66.360092,78.246254,60.522537,40.27515,50.569557,34.0872,41.820896,319.405121,127.753769,60.189671
17/01/2018,96.773514,67.146027,79.096184,60.707485,40.321934,50.719601,33.6185,42.511635,334.51004,127.858177,60.559799
18/01/2018,97.004761,66.71109,78.807808,60.217003,40.189392,50.386185,33.439548,42.549599,324.170074,127.806,60.844513
19/01/2018,96.790657,66.497459,79.585556,60.297413,40.470055,50.402851,33.635548,42.359715,321.85434,128.188736,63.786602
22/01/2018,97.921204,67.336792,80.302162,60.217003,41.678463,50.994656,33.797459,42.013165,322.111603,128.867264,63.0084
23/01/2018,97.818451,67.374939,77.820313,60.876343,41.499146,51.503101,34.359905,42.022659,319.81485,123.378181,63.720181
24/01/2018,99.068878,67.550407,77.17363,60.755737,42.270969,51.211369,35.425125,41.353287,318.957184,123.58696,64.536354
25/01/2018,99.094574,67.428345,77.199829,61.664337,42.32555,51.019665,34.743374,40.615101,326.981354,125.613831,64.261147
26/01/2018,99.625587,67.90905,76.666771,60.707485,42.660789,51.29472,34.981987,40.710049,327.086212,126.422836,64.574356
29/01/2018,99.522835,67.153648,75.906471,60.377819,42.200809,51.019665,34.155376,39.867409,324.799042,124.987518,64.137779
30/01/2018,98.589264,66.215126,75.985138,60.562752,42.021492,50.48621,34.172417,39.632423,321.835266,123.900108,63.900509
31/01/2018,99.068878,66.611908,75.452072,61.463326,42.154026,51.353069,34.521816,39.741604,337.712036,120.211739,64.745171
01/02/2018,100.09668,67.962456,75.023842,61.029129,42.333347,50.286163,34.393982,39.824684,340.161255,121.803635,64.204224
02/02/2018,97.878403,64.498344,73.625618,60.852226,41.304245,49.969429,33.209454,38.096687,332.508728,119.768097,63.796127
05/02/2018,93.184906,60.828201,70.837883,60.056198,39.370789,48.385742,32.212399,37.144859,313.420349,113.426506,61.110256
06/02/2018,96.019829,59.782841,71.991417,59.589844,39.628063,48.102345,32.067528,38.697216,324.884766,114.679161,61.897987
07/02/2018,96.670746,58.707005,71.519531,59.308426,39.768398,47.393856,31.556225,37.868816,331.755829,114.322517,62.287106
08/02/2018,92.396927,58.043144,70.103813,58.94656,38.232548,46.060223,31.198309,36.826801,315.714447,109.920799,59.307045
09/02/2018,94.246933,58.413158,69.841652,59.806923,38.887432,47.218822,31.326141,37.277237,318.750336,112.678383,62.154232
12/02/2018,95.702927,58.906483,71.073853,60.514511,39.066734,47.185474,31.453959,38.778717,329.256256,113.322128,62.619282
13/02/2018,96.293907,58.813984,71.222404,60.361744,39.04335,47.502216,31.547701,39.167191,328.643341,113.05246,62.514877
14/02/2018,98.520744,58.937317,70.505821,59.774769,38.598957,47.235485,33.235016,39.889339,330.261871,112.800186,64.498405
15/02/2018,98.931862,58.744602,72.017647,60.643166,38.778278,48.269058,33.584412,41.228756,341.380737,114.157211,64.811615
16/02/2018,98.22097,58.998974,72.183678,60.948723,39.097919,48.319061,33.328754,41.095291,340.020813,115.827438,64.821106
20/02/2018,98.246681,58.39003,71.082565,60.104443,38.138985,48.044003,32.715183,40.95705,338.402313,113.844063,64.052376
21/02/2018,98.657776,57.727123,70.1213,59.131508,37.390545,46.568676,32.519184,40.77116,337.463745,113.008965,63.634766
22/02/2018,98.477921,58.474804,70.645615,59.163654,37.320389,46.818722,32.067528,41.111977,340.863586,113.008965,63.710701
23/02/2018,100.473534,59.762096,70.82914,60.723572,37.647839,47.502216,32.970837,41.826969,341.572235,114.844444,64.688248
26/02/2018,101.723969,60.771873,71.336021,61.101498,38.271515,47.618912,33.507717,42.653973,348.103729,115.623634,66.102341
27/02/2018,100.516357,59.738976,70.383484,59.710445,37.452927,46.535328,32.757797,42.515743,349.214691,115.273422,64.564857
28/02/2018,98.923294,58.382313,68.618202,59.557667,37.219036,46.868736,32.553268,42.451393,346.887482,113.706345,63.615799
01/03/2018,97.150391,57.966072,68.775505,58.837944,37.390545,46.943756,32.476578,41.707809,334.897186,111.430115,62.941959
02/03/2018,97.056175,58.235867,69.474625,58.959934,37.624439,46.643692,32.323181,41.996174,330.089447,112.778336,62.723007
05/03/2018,98.54644,58.790859,70.164993,59.935806,37.975266,47.068771,32.621441,42.141563,337.827667,113.627525,61.923389
06/03/2018,98.632088,58.721493,69.929047,59.301502,38.115608,47.418865,33.107193,42.105808,334.159729,112.253052,62.104252
07/03/2018,98.263809,57.241489,69.17749,59.277111,38.076622,48.202377,32.243385,41.714943,332.359253,112.970917,61.085674
08/03/2018,98.272354,57.133575,69.885353,59.22831,38.209156,48.569115,32.20916,42.170166,333.977753,115.614853,61.980492
09/03/2018,101.098755,57.472736,70.164993,59.260841,38.209156,49.60268,32.251923,42.894684,339.522797,117.138176,63.1133
12/03/2018,100.773285,57.996902,69.789223,59.342159,38.045429,49.594345,32.482845,43.309387,329.629822,116.113884,63.608318
13/03/2018,99.565643,57.449631,69.666878,59.366543,37.928486,49.485981,32.688118,42.892303,324.343323,117.61972,62.98954
14/03/2018,98.452217,56.732746,69.037689,59.789459,37.772568,49.627682,32.662449,42.527653,316.289032,115.842499,63.018112
15/03/2018,98.700615,57.364815,68.749275,57.935257,37.647839,49.777721,31.909826,42.577698,316.020905,116.490326,63.198986
16/03/2018,98.871918,57.904408,69.011459,57.422916,37.858322,50.202816,31.978243,42.427555,316.490204,117.033112,62.74205
19/03/2018,98.092499,57.156696,68.740547,56.235584,37.663418,50.277832,32.046665,41.779301,317.725616,114.021523,62.551655
20/03/2018,98.186714,57.033367,68.434669,55.666321,37.180054,50.236145,31.901274,41.764999,323.347321,114.870735,63.589272
21/03/2018,98.272354,57.842743,67.324837,55.007587,36.860413,50.119465,32.688118,40.818821,322.839722,114.853203,63.160892
22/03/2018,94.169846,56.65567,66.774284,55.194633,36.548569,49.802734,32.166409,40.242069,306.0896,111.517654,61.323658
23/03/2018,91.651794,56.185471,66.337326,54.731087,36.088589,49.087772,33.149956,39.310196,307.420746,109.521576,61.523563
26/03/2018,94.478165,57.041077,66.774284,55.381676,36.69669,49.609272,34.116402,41.176327,315.05365,111.526421,62.732544
27/03/2018,92.645309,56.80983,67.980263,56.292503,36.883804,49.920475,33.380867,40.120518,307.535706,111.36882,62.98954
28/03/2018,92.499695,56.123802,68.897835,55.129578,37.421738,51.770947,32.833508,39.677223,306.482208,111.578949,62.294632
29/03/2018,94.186966,57.511292,69.282364,54.836803,37.281406,51.82983,33.415092,39.987061,314.009766,112.191765,63.246582
02/04/2018,92.371216,56.439823,67.639435,54.560303,36.76685,51.34198,33.586136,39.724899,308.799927,109.048828,61.03809
03/04/2018,93.638809,57.827316,68.565758,54.755482,37.031929,52.443844,33.20982,40.132439,316.825378,112.366859,63.494076
04/04/2018,95.06057,57.711704,69.081375,54.446453,37.367161,53.116737,33.346668,40.899849,313.588379,114.170341,65.131393
05/04/2018,96.308777,58.598156,68.862892,54.763622,37.60886,53.234497,33.586136,41.183472,322.169342,114.433006,66.245163
06/04/2018,93.907074,57.711704,68.539543,53.852791,37.016338,53.032623,33.603245,40.130058,312.324249,112.147987,64.303223
09/04/2018,95.034737,57.711704,68.303596,53.974785,37.040024,52.401787,32.996002,40.528057,308.838165,113.356155,63.951008
10/04/2018,96.851097,59.407513,68.487129,53.267258,38.105747,52.738235,33.757198,41.290722,320.66571,114.030258,63.779655
11/04/2018,95.224121,59.685005,68.399734,52.76305,37.561043,52.595245,34.757851,41.097664,313.511719,113.487465,63.617817
12/04/2018,97.591393,59.523132,67.980263,52.104321,37.687351,51.686832,34.552589,41.502842,323.203644,114.187828,64.512657
13/04/2018,94.948669,60.001041,68.487129,51.9986,37.624195,51.855057,35.578896,41.643452,315.350586,114.354172,64.017647
16/04/2018,94.871193,60.540627,68.696861,52.641068,38.200478,51.880291,35.42495,41.903229,317.735168,115.352196,63.836788
17/04/2018,94.871193,60.378769,68.539543,53.421772,38.563618,52.511135,35.390743,42.479992,322.4758,114.284149,64.265144
18/04/2018,94.105057,61.064793,68.338562,53.730804,38.382042,52.132633,35.142715,42.384659,326.574707,111.815331,63.018112
19/04/2018,96.171028,61.21896,66.104485,53.722672,38.232056,51.055988,35.869682,41.183472,326.229919,111.666496,62.570709
20/04/2018,95.955826,60.895222,65.090233,53.129017,37.813667,50.559727,35.365086,39.496094,324.343323,110.887329,62.913395
23/04/2018,95.490982,61.334579,64.384621,52.771172,38.413635,50.812073,35.117058,39.381691,324.506104,111.036156,63.665424
24/04/2018,95.043358,60.394165,63.943645,52.681725,39.210949,51.064411,35.108505,38.833527,315.139801,110.475845,63.751122
25/04/2018,94.681816,61.280613,63.767262,52.69799,39.550404,50.727955,34.655216,39.002747,328.356049,110.974861,63.465511
26/04/2018,94.776489,62.328938,64.164154,52.860634,39.282001,51.417679,34.86903,39.138592,328.289001,112.069199,64.779182
27/04/2018,94.173935,59.962513,64.217056,53.958515,40.710869,52.107391,34.774948,38.685768,326.459778,112.296822,66.216614
30/04/2018,93.640221,59.931671,63.802525,54.12928,38.958328,51.905525,33.603245,39.386456,319.449463,110.738487,65.102829
01/05/2018,93.640221,59.315029,63.467373,53.893448,38.539936,52.334503,33.543369,40.301651,315.599579,110.31826,64.826775
02/05/2018,92.899887,59.199398,62.567757,53.828384,37.695248,51.737293,33.517712,42.081978,310.475861,108.120819,64.979111
03/05/2018,92.314545,58.998974,62.938179,53.291649,37.766296,51.813004,34.047981,42.158241,316.700897,107.709366,63.684456
04/05/2018,93.338921,59.276478,63.881901,53.324184,38.042603,52.233562,33.911144,43.812252,320.282654,108.724899,64.826775
07/05/2018,94.148094,59.923965,63.485023,52.925701,37.679459,52.570007,34.099297,44.129234,326.028839,108.199615,66.007202
08/05/2018,95.542633,60.193748,63.008743,51.348007,37.118961,52.267216,34.193367,44.341354,324.055969,107.34166,65.169479
09/05/2018,97.625832,61.612061,63.828995,50.965782,36.613724,52.620483,34.176266,44.653564,329.926666,108.129585,64.683998
10/05/2018,98.383362,62.991852,64.51693,52.096188,37.261063,52.914875,34.569691,45.292286,331.15863,109.74044,64.655426
11/05/2018,98.013206,63.28772,64.71096,52.616657,38.382042,52.612064,34.544029,45.120022,329.609039,111.395073,65.140923
14/05/2018,98.04763,63.715996,64.631584,52.234436,38.279427,52.393372,34.544029,45.014751,331.659149,110.36203,65.531212
15/05/2018,97.298714,63.684841,64.34053,52.470272,37.726818,51.308334,33.791389,44.60564,329.281799,109.547844,66.1595
16/05/2018,97.565575,63.863926,64.852074,51.860348,37.782082,50.677486,33.945347,45.021935,328.174957,109.74044,67.911049
17/05/2018,97.238457,63.754925,65.231331,51.787151,37.774181,50.248524,33.66312,44.737225,331.225983,108.427254,67.530296
18/05/2018,95.663139,63.30331,64.781517,51.470001,37.687351,50.155994,33.492065,44.574532,338.049957,108.768684,67.892014
21/05/2018,96.541199,64.066391,65.319519,51.819687,38.232056,50.71114,33.671661,44.890354,350.263824,108.313423,67.94915
22/05/2018,97.281487,63.568043,65.293076,51.901001,38.532043,50.820488,33.175613,44.777897,341.697754,107.604301,67.882507
23/05/2018,96.83387,63.965157,65.425362,51.974201,38.35836,51.939163,33.859825,45.064991,345.73053,108.077057,67.911049
24/05/2018,95.749237,62.501297,65.063759,52.047398,38.397835,51.476555,34.184822,45.014751,345.528381,107.026474,68.710686
25/05/2018,95.258553,61.286629,65.540039,52.185642,38.303101,51.947578,33.731533,45.117638,346.577484,107.132317,68.777336
29/05/2018,91.186874,61.060829,65.310707,52.323898,38.050488,52.031696,33.295341,44.954945,339.253082,105.306625,67.511246
30/05/2018,93.270065,63.459026,66.051582,52.470272,38.366264,53.68029,33.517712,44.859245,344.748749,106.691315,68.758286
31/05/2018,92.116562,63.256588,64.534569,52.886356,37.632084,53.82328,33.295341,44.708515,338.945038,105.500687,68.34893
01/06/2018,93.313095,63.715996,64.781517,52.202515,37.742611,53.688698,33.047321,45.51479,343.333954,106.947105,69.456268
04/06/2018,93.356148,63.046375,65.425362,51.609299,37.7505,54.344776,32.713776,45.895191,347.193512,107.555664,70.477692
05/06/2018,92.831039,62.820557,65.24015,51.716415,37.868912,53.848507,32.970352,46.249283,346.587097,107.141136,70.687698
06/06/2018,95.000298,63.895065,65.57531,50.876022,38.216263,54.109268,33.184948,46.409584,357.617035,108.296509,71.355911
07/06/2018,95.379074,64.533554,66.818901,51.403324,38.689922,53.924213,33.116276,46.285175,354.700775,108.772774,71.365448
08/06/2018,95.645935,65.09417,68.071304,51.57634,38.824135,54.336365,32.944599,45.86409,355.634369,109.416603,71.499107
11/06/2018,95.404907,64.704842,68.379997,52.078926,38.918861,53.865337,33.107681,45.751644,357.020355,108.181854,71.203194
12/06/2018,94.853973,64.175377,68.124229,53.463078,38.532043,54.00832,33.296528,46.002857,356.712311,108.076019,70.916809
13/06/2018,94.664581,63.466812,67.445129,52.985218,37.418945,53.158791,33.219276,45.624844,350.196411,108.155403,70.74498
14/06/2018,92.994598,63.762711,67.021767,53.982132,37.7505,53.621407,33.614124,45.648769,348.820007,107.961357,71.308197
15/06/2018,92.882698,62.804996,68.247711,54.633022,37.939972,53.394314,32.961773,45.179832,344.450439,108.137756,72.396423
18/06/2018,93.123734,62.929562,66.889465,54.377609,37.466309,52.502724,32.987518,45.155914,341.428223,107.000031,72.176872
19/06/2018,92.581406,62.836113,67.321617,55.152088,38.287312,52.15786,32.918846,44.426189,328.319336,108.102478,70.888176
20/06/2018,92.572784,62.641476,66.898293,54.731892,37.963646,52.704594,32.575493,44.619995,329.830414,107.63504,71.327278
21/06/2018,92.546974,62.049717,67.418633,54.871956,38.38995,52.872818,31.777205,44.371181,324.989197,107.114677,70.582703
22/06/2018,91.031929,63.365612,68.291809,55.152088,39.282001,53.55154,32.154881,44.241978,326.19223,108.340599,70.095863
25/06/2018,90.205544,62.088642,68.609329,55.926548,39.155689,54.009678,31.751459,43.584042,318.771606,108.120117,69.064896
26/06/2018,90.265793,62.789406,68.794533,55.646431,38.918861,53.475174,31.905952,44.124741,318.867828,107.908455,69.265366
27/06/2018,88.871246,63.622536,68.521141,56.05014,38.926758,53.186718,31.742867,44.060154,317.44339,107.255798,68.110298
28/06/2018,90.326057,63.824982,68.838654,56.412647,40.150368,53.704254,31.760042,44.380741,322.092102,107.599754,68.444427
29/06/2018,89.697639,64.416756,68.84745,56.17371,39.716179,54.035137,32.36948,44.28743,322.919861,107.017662,76.062065
02/07/2018,90.45517,63.661472,68.90918,56.396183,39.80302,53.848484,32.232147,44.782673,323.468445,107.229347,74.79245
03/07/2018,89.189774,64.035233,68.706345,57.104733,40.024071,53.958771,32.309391,44.002735,320.436646,108.225952,72.816444
05/07/2018,89.769653,64.089729,69.861732,57.459011,40.481934,54.595081,32.987518,44.356819,320.677277,110.245651,73.074181
06/07/2018,90.063911,64.105293,69.949936,57.689701,40.639816,54.968384,32.472488,44.971691,322.082489,110.907127,73.007378
09/07/2018,92.850838,64.549126,68.671059,56.091331,40.520023,54.764774,32.438156,45.596134,329.089355,111.171715,73.771042
10/07/2018,92.27961,65.1409,70.39975,56.91523,40.999176,55.036255,32.541149,45.541111,334.13266,112.344734,74.047897
11/07/2018,92.080528,64.307739,69.817635,57.310703,40.999176,55.036255,31.820118,44.950157,327.818878,111.339302,73.847404
12/07/2018,92.478653,64.38562,69.579506,57.722672,40.919331,55.256832,31.871616,45.703796,333.045105,112.679878,73.856956
13/07/2018,92.054581,64.868362,69.949936,57.664997,41.05508,54.72234,31.622692,45.775578,337.626465,111.06588,73.866493
16/07/2018,95.706978,64.229897,70.143967,57.574368,41.19883,54.662956,31.330841,45.675079,342.737213,109.97226,74.219704
17/07/2018,95.637718,64.089729,70.584946,57.986305,41.071053,54.179367,31.708534,45.804279,343.487946,113.870537,73.952408
18/07/2018,96.529205,64.019646,70.311562,57.63203,40.839462,54.340553,31.914539,45.553066,346.712219,112.715164,73.112366
19/07/2018,95.109779,63.856133,70.068588,59.321026,40.528011,54.54417,31.768616,45.907154,341.996063,111.074699,73.456039
20/07/2018,96.312828,63.38118,70.024078,58.719585,40.424194,53.636383,31.777205,45.80188,341.582275,110.995316,73.465591
23/07/2018,98.104408,63.38118,69.872787,58.488888,40.528011,53.644871,31.390928,45.84256,340.013397,111.68325,73.112366
24/07/2018,98.796829,64.634781,70.29998,58.422977,41.134933,53.873943,31.871616,46.175106,344.825745,114.091019,72.100502
25/07/2018,99.688263,65.086365,70.72718,58.521858,40.655777,54.81567,32.163471,46.61055,342.563934,113.438362,73.656487
26/07/2018,99.402664,65.592522,71.278969,58.909096,40.871403,54.72234,32.455322,46.464615,345.836334,114.902435,74.601555
27/07/2018,100.423965,63.786057,71.715057,58.711349,41.534233,54.323593,31.665611,45.69183,347.116425,116.02253,73.398743
30/07/2018,101.0298,63.645912,71.376862,58.653683,41.917545,54.103004,31.528269,45.435833,337.886353,116.569336,72.510979
31/07/2018,99.48922,63.466812,71.982048,59.082096,41.238754,55.51136,31.485359,45.526741,342.929688,116.878059,73.41787
01/08/2018,100.103714,62.594746,71.777344,57.936867,41.310631,55.918606,31.279341,48.208729,339.522522,116.983856,74.019226
02/08/2018,100.527809,62.220997,72.978836,58.612473,41.510269,55.969513,31.099083,49.617908,336.606232,115.757927,75.078835
03/08/2018,101.341385,62.4468,73.272552,59.419903,41.741856,56.767006,31.296507,49.761463,335.364655,116.37529,75.164742
06/08/2018,101.367355,62.431236,73.441635,59.115063,41.90955,56.843376,31.081915,50.019855,333.564819,116.43705,75.899796
07/08/2018,101.739532,63.279957,73.548439,58.554794,41.893578,56.767006,30.961739,49.550926,337.597595,115.943161,76.873474
08/08/2018,101.947227,62.859482,73.290329,58.26643,42.085251,56.461586,31.038998,49.584415,334.729431,115.687378,76.844856
09/08/2018,101.159637,62.540241,72.444855,58.521858,42.332806,56.750038,30.652719,49.974388,332.456421,115.713829,77.570335
10/08/2018,100.164299,62.47731,72.47155,58.24173,41.901581,55.961029,30.5583,49.825539,328.287659,115.316948,77.0644
13/08/2018,98.571785,61.800777,72.551651,57.524921,41.70192,56.291901,29.742847,50.147266,327.272095,114.849541,76.510735
14/08/2018,99.229561,61.604115,72.364746,57.393105,42.221004,56.504005,29.133392,50.35854,328.02652,114.214493,76.501175
15/08/2018,98.407333,60.526371,73.245842,57.879208,42.516499,56.979115,27.296461,50.476185,320.888367,115.034706,75.957069
16/08/2018,99.333412,61.360237,74.482918,58.604237,43.339024,57.174244,27.124788,51.215649,334.642365,116.842758,76.415253
17/08/2018,99.333412,61.564777,74.482918,59.115063,43.754292,57.564514,27.519642,52.238426,335.048584,118.59787,76.128891
20/08/2018,99.203598,61.997444,74.438423,59.139771,43.642487,57.479683,27.373714,51.729446,339.246338,120.723419,78.44854
21/08/2018,99.809441,62.013168,74.669823,59.007942,43.850113,56.826401,27.42522,51.628601,342.177094,119.374001,79.183578
22/08/2018,99.506523,62.902111,74.215904,58.736061,43.235214,56.758526,27.742815,51.631008,338.559662,118.721329,78.887657
23/08/2018,99.298813,62.209846,74.08242,58.554794,43.347008,56.724586,27.176285,51.736641,336.093201,119.162308,79.145409
24/08/2018,99.255516,62.634647,74.189217,59.024422,43.746296,57.208183,27.493883,51.897503,337.930969,119.90316,78.706268
27/08/2018,101.012505,63.248253,74.260422,58.703106,43.802204,57.250595,27.682732,52.32486,342.14801,119.787766,78.897217
28/08/2018,100.519173,63.153824,74.296013,58.37355,43.642487,57.632389,27.330793,52.747414,339.700928,119.255051,78.830383
29/08/2018,100.190277,63.610123,74.304901,58.62896,43.578598,57.623909,27.244959,53.534901,338.714417,119.734489,79.030846
30/08/2018,99.696938,63.334782,74.233719,58.480648,43.722347,57.403316,26.652678,54.027084,335.532227,119.814369,77.703979
31/08/2018,99.168961,63.067307,73.824318,58.307629,43.41888,57.479683,26.635509,54.651318,331.556885,119.583542,78.660912
04/09/2018,99.662315,63.161713,73.601822,58.68663,42.476547,56.860329,25.82863,54.826584,334.903534,118.722321,76.172852
05/09/2018,99.177635,64.003456,74.126915,59.691776,42.97966,57.208183,25.862968,54.468849,335.319397,120.622322,76.47908
06/09/2018,98.75354,63.295444,73.557335,60.221088,43.354996,57.683281,25.95739,53.563717,339.758972,121.519073,76.938423
07/09/2018,98.943947,64.373192,72.898743,59.562599,43.123402,57.046982,25.862968,53.131565,337.834229,121.918556,76.84272
10/09/2018,98.416,64.27877,73.317032,60.246075,43.219238,57.522095,25.528198,52.418499,330.657349,121.820915,78.565224
11/09/2018,99.039146,65.183464,72.987732,59.679283,43.69838,57.69178,25.433775,53.743793,333.936279,122.975105,79.072403
12/09/2018,97.870743,65.395844,73.966713,59.654282,43.898033,57.488163,26.01162,53.07634,341.828888,123.729774,79.426476
13/09/2018,98.251541,64.758652,74.26931,60.162708,43.874069,57.810551,26.063368,54.358406,343.811707,124.200333,79.876236
14/09/2018,98.234245,65.230644,74.411713,59.896011,43.562626,57.547539,26.201363,53.741375,348.009491,123.845207,79.895386
17/09/2018,98.528503,65.616119,74.9813,60.004349,43.682415,58.031147,26.425598,52.310463,344.295319,124.262489,79.675278
18/09/2018,98.926636,65.789177,74.758812,59.946018,43.434853,57.496639,26.60672,52.396889,351.665588,124.777428,81.589165
19/09/2018,101.800102,66.575851,74.758812,58.862453,42.724113,56.851849,27.184563,52.428089,353.251831,124.706413,80.79493
20/09/2018,102.674255,66.725311,75.969185,58.612392,43.083473,57.623909,27.167311,52.826645,355.418457,126.055916,81.694435
21/09/2018,101.999153,67.000648,76.378586,59.054161,43.458809,57.889015,27.219057,52.257637,360.032196,126.855003,81.866676
24/09/2018,101.021133,68.125595,74.999107,58.412369,42.756065,56.529232,26.813704,53.009109,355.931122,124.715279,80.6418
25/09/2018,100.735519,68.046928,73.975632,57.970596,42.36475,56.648964,26.951698,53.345238,355.196014,123.090546,81.139404
26/09/2018,99.549782,67.480522,74.100227,57.362125,42.436626,55.57996,25.761511,52.920269,353.068054,122.664368,80.096321
27/09/2018,99.117043,67.472664,73.744217,57.628857,42.795982,55.54575,25.856379,54.007877,355.350769,122.717644,80.900185
28/09/2018,97.66301,66.882652,74.073509,58.579063,42.636265,56.666065,26.046118,54.197548,359.712982,122.673241,81.072426
01/10/2018,98.234245,67.504135,74.465111,58.42902,42.995632,56.477928,26.175488,54.562477,369.762512,124.022751,80.823616
02/10/2018,98.641029,68.015457,75.079193,59.079166,43.458809,56.648964,26.8827,55.047459,373.708801,124.724144,79.206375
03/10/2018,99.567108,67.771591,73.895515,58.587399,43.354996,55.896389,26.287609,55.717308,379.444458,123.436783,78.948006
04/10/2018,100.464813,67.323189,72.907639,58.920803,43.937958,55.554298,26.192739,54.737755,377.210175,123.720909,76.727898
05/10/2018,99.8983,67.134384,73.112328,59.887665,43.874069,55.494434,26.373852,53.849422,373.805542,123.498947,76.670479
08/10/2018,100.508385,67.755859,73.334839,60.837872,43.937958,55.84507,26.322104,53.724575,373.128479,123.756432,76.775742
09/10/2018,99.811134,68.054802,73.156822,61.146275,44.400616,56.058876,25.9685,54.468849,372.809265,123.587723,76.957535
10/10/2018,97.152893,66.489304,72.480446,61.021236,43.867714,55.323383,26.356604,51.945511,355.428131,122.2826,71.713486
11/10/2018,94.241875,64.192253,70.193176,59.829315,43.060284,53.766914,28.219513,51.486958,346.374847,118.828896,71.301994
12/10/2018,93.213417,64.019188,70.362274,59.487579,43.383251,53.595867,27.633036,53.326035,348.309296,118.85553,72.641731
15/10/2018,92.681786,63.578648,71.31456,59.687618,43.278286,53.860985,28.167757,52.185596,347.11969,118.926567,71.761337
16/10/2018,94.668938,63.877586,72.097763,60.262749,43.359028,55.058277,27.848652,53.335632,356.182587,121.243813,74.144119
17/10/2018,95.723541,64.113571,72.85424,60.262749,43.568954,54.793163,27.693405,53.105152,353.522705,123.818542,73.187195
18/10/2018,94.207001,64.388916,72.04348,60.204414,44.126091,55.083939,27.917639,51.863892,347.574249,123.854088,72.34507
19/10/2018,94.050125,64.483299,78.382301,61.262962,44.327953,55.477333,27.762405,52.653782,344.585449,123.454536,71.014915
22/10/2018,92.699219,63.838257,77.753807,61.071236,44.39254,54.339897,27.572666,52.975498,344.314697,123.126076,71.675224
23/10/2018,91.731773,62.807709,78.256584,60.771206,46.193111,54.510952,27.952145,53.474884,338.578979,123.348015,70.191948
24/10/2018,90.023529,61.06131,80.321655,61.838074,46.362675,55.956245,27.391552,51.640602,343.028229,122.051727,69.014915
25/10/2018,91.391869,61.604115,79.908653,60.621166,45.56332,56.495014,25.528648,52.771427,351.849365,122.939606,69.952713
26/10/2018,90.136826,60.990494,78.885109,59.737644,44.82048,55.451675,25.873631,51.93111,347.496857,121.607834,68.967064
