,JPM,XOM,PG,D,VZ,EQR,NEM,AAPL,BA,JNJ,NKE
Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
18/09/2015,48.957733,51.15435,56.439217,50.926929,30.94832,47.826019,14.295967,25.815256,121.300079,76.442825,53.111153
21/09/2015,49.367462,51.654076,57.01218,51.163094,31.108027,48.509148,14.001294,26.215746,121.237709,76.229996,53.808228
22/09/2015,48.933636,51.196583,56.640965,50.985958,30.851101,48.097946,13.125686,25.803888,119.428322,76.320038,53.535862
23/09/2015,48.716728,50.886909,56.697441,51.089287,30.538639,48.323448,13.092008,26.013231,117.36042,76.115402,53.286587
24/09/2015,48.379307,51.189545,57.585114,51.236897,30.615023,47.932137,14.127583,26.167961,115.649109,75.697952,52.991127
25/09/2015,49.383533,51.541458,58.642231,51.709274,30.70529,48.330074,13.967616,26.101971,116.772133,74.486526,57.70443
28/09/2015,48.186508,51.098053,57.915962,51.244293,30.371981,47.308697,13.487716,25.585438,114.20517,74.789383,56.384151
29/09/2015,48.074028,51.358482,58.327518,51.140961,30.226166,48.781078,13.319327,24.816326,114.757767,76.156326,55.243908
30/09/2015,48.981842,52.329758,58.053154,51.945465,30.212276,49.822353,13.529813,25.098484,116.718674,76.41008,56.767323
01/10/2015,49.343353,52.125648,58.061222,51.044998,29.830381,49.921844,13.336166,24.934654,116.415619,76.262726,57.16431
02/10/2015,49.205803,53.406609,58.440506,51.185246,29.747055,50.459068,14.37174,25.11669,118.153709,76.884857,57.801376
05/10/2015,50.184902,54.061184,59.086075,51.901176,30.552528,50.684555,15.11264,25.20771,119.455048,77.564217,57.367432
06/10/2015,50.209171,54.821327,59.231335,51.502621,30.594193,50.187141,15.449409,25.32831,119.998764,76.467377,56.868866
07/10/2015,50.273918,55.74332,59.489552,51.502621,30.843897,50.883545,15.946151,25.20771,122.129005,77.744286,56.365677
08/10/2015,50.273918,56.327511,60.038284,52.189011,31.111177,51.301392,15.710412,24.916447,123.929474,77.826134,57.662884
09/10/2015,50.112087,55.785572,60.102867,52.417828,31.061943,51.39423,15.937729,25.512623,124.517776,78.063507,57.676731
12/10/2015,49.942158,55.813721,59.981796,53.141132,31.160418,51.81871,15.533607,25.394299,125.391251,78.570992,58.364571
13/10/2015,49.8046,55.715179,59.804276,53.067322,31.202623,51.201893,15.466254,25.437534,125.043655,78.128983,58.078358
14/10/2015,48.54229,56.419022,59.884972,53.207558,30.942366,50.664677,16.392372,25.078007,119.633316,77.375977,58.092201
15/10/2015,50.079712,57.348057,59.933388,53.73159,31.420673,51.885006,16.249243,25.453459,122.458809,79.520493,59.454021
16/10/2015,50.516651,58.051907,60.441761,53.982533,31.441772,52.223289,15.988246,25.266872,122.645996,80.41272,60.229584
19/10/2015,50.346737,57.003193,60.651596,54.152294,31.441772,53.14518,15.617792,25.423883,123.376869,80.167152,61.494457
20/10/2015,50.589489,56.890583,60.062492,54.388493,31.821627,52.727341,15.861961,25.888073,123.786873,79.880661,61.106682
21/10/2015,50.217258,56.454197,59.918381,54.558224,31.554325,52.694176,15.508346,25.885803,125.84581,79.913414,61.152851
22/10/2015,51.131626,58.340458,60.944302,54.978931,32.27882,52.873257,16.021929,26.281729,130.409424,81.468636,61.125153
23/10/2015,51.681873,58.403809,62.719276,53.938248,32.468742,52.707455,16.459724,27.096355,130.756973,82.107071,60.257278
26/10/2015,51.706142,57.165066,63.093822,53.761116,32.609413,53.6824,15.828283,26.231674,130.756973,81.80423,60.649658
27/10/2015,51.495754,57.073566,62.930977,53.406841,32.475761,52.820202,15.803025,26.065563,132.325745,82.008858,60.391155
28/10/2015,53.000832,57.911129,62.295906,52.786854,32.693821,52.33601,16.122955,27.139585,131.808762,82.246231,60.608128
29/10/2015,52.766159,57.875946,62.711143,52.314476,32.637547,51.825333,16.745987,27.4263,131.184875,82.974709,60.529633
30/10/2015,51.989357,58.234882,62.190044,52.720432,32.975185,51.281498,16.383957,27.191923,131.978149,82.696434,60.488091
02/11/2015,53.033199,60.022636,62.369167,52.203781,32.904846,53.131916,16.527082,27.574203,132.272247,83.629539,60.561958
03/11/2015,53.22739,61.127636,62.735569,52.189011,32.672722,52.700809,16.181887,27.890493,131.995941,83.457649,60.658894
04/11/2015,53.284042,60.515293,62.743717,52.085701,32.45467,52.488575,16.005087,27.760794,132.901764,83.441307,60.178799
05/11/2015,53.761448,59.691841,62.198185,51.842121,32.496876,52.501842,14.73377,27.632818,132.704437,83.760529,60.871265
06/11/2015,55.395981,59.452511,61.530525,50.078136,32.20145,51.002926,14.767449,27.66481,132.677582,83.424927,60.834309
09/11/2015,54.530159,58.181671,61.392117,49.989567,31.863817,50.538658,15.036865,27.552837,130.919724,82.540886,60.234196
10/11/2015,54.76482,58.465656,61.693378,50.041237,31.723133,51.447281,14.70009,26.684454,130.175385,83.040199,60.012615
11/11/2015,54.497791,57.947388,61.848072,50.417641,31.877888,51.991135,14.977933,26.533634,130.031906,83.375801,58.821598
12/11/2015,53.405415,56.37838,60.789597,50.122421,31.533228,51.533508,14.590645,26.44451,127.834641,82.07431,58.156837
13/11/2015,53.049358,55.448311,60.219624,50.336452,31.111177,51.26157,14.73377,25.672104,127.879501,81.755089,56.254902
16/11/2015,53.818092,57.436214,61.310696,51.118824,31.680935,51.924828,14.843219,26.092587,129.520721,82.851936,56.993515
17/11/2015,53.51059,56.768856,61.123421,50.410275,31.709064,52.163582,14.211775,25.98061,131.00946,83.081123,56.587276
18/11/2015,54.57872,57.322601,61.79921,50.543125,31.920086,52.216644,14.843219,26.803288,132.982468,84.038826,58.064514
19/11/2015,54.748642,57.010239,62.059761,50.794064,32.187378,52.481926,15.196828,27.143784,133.84343,83.891464,58.064514
20/11/2015,54.651546,56.648167,61.734085,50.926929,31.92712,52.820202,14.885321,27.262617,133.986923,84.501671,61.235943
23/11/2015,54.117489,56.996037,61.856205,50.351719,31.645763,52.919682,14.78428,26.908411,133.036285,84.740768,61.148228
24/11/2015,54.03656,58.131981,62.247044,50.27721,31.786444,52.475307,15.154737,27.166639,133.314301,84.138832,61.171314
25/11/2015,54.101295,57.684689,61.79921,50.083496,31.596529,52.966114,15.078965,26.972393,132.220154,84.072884,61.919163
27/11/2015,54.352139,57.670502,61.636406,50.195251,31.814577,53.49007,14.641162,26.922115,131.789642,84.410965,62.011501
30/11/2015,53.955654,57.975777,60.936119,50.195251,31.96933,52.939564,15.499929,27.034092,130.444427,83.479187,61.065136
01/12/2015,54.708172,58.139084,61.831795,50.225067,32.060768,53.808403,15.483091,26.814716,132.498184,84.402718,61.540623
02/12/2015,53.939468,56.477779,61.709667,49.27882,31.596529,53.012547,15.028448,26.572481,131.798645,84.147095,61.235943
03/12/2015,53.243565,55.668396,61.668938,48.556107,31.343304,51.487087,15.769339,26.325674,130.543091,83.108139,59.606369
04/12/2015,54.934746,55.987896,63.370667,49.621559,32.15221,52.833462,17.225887,27.200911,133.179764,84.889206,61.08823
07/12/2015,54.214588,54.52536,63.810349,49.27882,32.398396,52.468681,16.628119,27.029522,133.134903,85.194298,60.898502
08/12/2015,53.373039,52.984722,63.30555,49.107464,32.145172,52.163582,16.316597,27.018101,130.031906,84.452171,60.944775
09/12/2015,52.968452,53.694691,63.264816,49.316086,31.906015,51.447281,16.523138,26.421658,129.359238,84.229546,59.621288
10/12/2015,53.089844,53.737293,63.338112,48.578457,31.877888,51.208523,16.379826,26.54734,131.305405,84.633583,59.52874
11/12/2015,51.843708,52.778831,63.329964,48.3475,31.526182,51.434025,16.126917,25.864065,129.700058,83.84201,58.441277
14/12/2015,52.005527,53.978676,63.74522,48.727474,31.96933,51.858494,15.469368,25.704094,128.247177,84.229546,59.167797
15/12/2015,53.486324,56.39257,64.876991,49.28627,32.039669,52.607964,15.511521,25.249342,131.41301,85.862183,59.514854
16/12/2015,54.643459,56.193775,65.943596,50.344269,32.71492,53.60944,16.084768,25.443581,132.830017,86.785698,60.58844
17/12/2015,53.631981,55.348911,65.373634,50.321922,32.426521,53.443638,14.845533,24.904274,130.543091,85.45816,60.259895
18/12/2015,52.110748,54.866135,63.614941,49.845081,32.0467,52.992634,14.929836,24.230137,125.180016,84.064644,59.473206
21/12/2015,53.033199,54.851936,64.2826,49.591751,32.285851,53.112019,14.879253,24.527214,126.363831,83.75956,60.065536
22/12/2015,53.146469,55.128822,64.811836,50.023907,32.595345,53.078842,15.005707,24.50436,127.691162,84.691315,61.014175
23/12/2015,53.996109,56.932148,65.072388,50.724262,33.024422,53.935734,15.292336,24.819717,129.19783,85.33448,59.561127
24/12/2015,53.890919,56.321571,64.966545,50.493294,32.855606,54.009167,15.629541,24.687172,128.722504,85.524132,58.473652
28/12/2015,53.712887,55.902679,65.072388,50.560341,32.883747,54.222885,15.098437,24.410667,129.628311,85.111824,59.056732
29/12/2015,54.271225,56.200867,65.430626,51.141499,33.207302,54.743805,15.199603,24.849424,132.148422,85.779732,59.473206
30/12/2015,53.882813,55.455414,65.194496,51.171295,32.897812,54.69038,14.980417,24.524927,131.305405,85.573601,58.538448
31/12/2015,53.429684,55.34182,64.657135,50.396427,32.510929,54.490036,15.165877,24.054174,129.673157,84.699547,57.844307
04/01/2016,51.824924,54.993931,63.810349,50.269756,32.264744,53.361362,15.545239,24.074741,126.005096,82.852531,56.937317
05/01/2016,51.91452,55.462524,64.013901,50.701916,32.707893,54.429924,15.528379,23.471451,126.516304,83.198845,57.733253
06/01/2016,51.165089,55.001038,63.395081,51.014832,32.412392,53.91568,15.646399,23.012114,124.507408,82.778305,56.90955
07/01/2016,49.096016,54.120663,62.841419,51.044632,32.234371,53.748714,15.899312,22.040897,119.287819,81.813553,55.391712
08/01/2016,47.996284,53.02734,61.856205,51.79715,31.921085,52.640072,15.182733,22.157446,116.579391,80.939514,54.484722
11/01/2016,47.922985,52.317356,62.426155,51.715202,32.106216,53.2812,14.339722,22.51623,116.776688,80.453026,55.114067
12/01/2016,48.028873,53.389416,62.295906,51.33522,31.992287,53.388069,14.339722,22.843008,118.310272,81.005486,55.475002
13/01/2016,46.709232,53.708908,61.75853,51.424614,31.436882,52.873814,14.735937,22.255709,114.902283,79.999519,54.401421
14/01/2016,47.409782,56.172474,62.002773,51.908924,31.949553,52.473103,14.558908,22.742464,115.870895,81.541443,54.151543
15/01/2016,46.464844,55.079121,61.05014,51.320305,31.636259,52.479782,14.921408,22.196291,112.669182,79.983017,53.272301
19/01/2016,46.440403,54.241375,62.475052,52.080284,31.949553,52.880501,13.749612,22.08889,113.054832,80.395317,53.975689
20/01/2016,45.218502,51.955288,62.280354,51.208557,31.629135,51.023865,13.960364,22.118597,109.539238,78.952316,54.642059
21/01/2016,45.00671,52.608463,63.011341,51.029736,32.661598,51.050591,14.069957,22.006624,110.669243,79.108994,56.048824
22/01/2016,46.391533,54.362053,63.536999,51.975964,33.494717,51.905426,14.061531,23.176655,111.754433,79.776871,56.344994
25/01/2016,45.340694,52.523258,63.118126,51.826962,33.487576,52.226013,14.896114,22.724174,111.216331,79.488281,56.178402
26/01/2016,46.497437,54.454372,64.727882,51.946175,34.356289,53.254486,15.595819,22.849869,114.803665,83.429733,56.557858
27/01/2016,46.464844,53.453308,64.719688,51.938713,34.911686,52.272751,16.388256,21.348478,104.552864,84.237793,55.141819
28/01/2016,46.660347,54.660248,65.557419,52.855152,34.897438,50.616478,16.464127,21.501587,105.83532,84.328491,56.641151
29/01/2016,48.468765,55.270802,67.093292,53.771584,35.581005,51.484695,16.826626,22.244282,107.736595,86.117836,57.39082
01/02/2016,47.947418,54.163273,66.62513,52.288921,36.14352,51.244278,17.324003,22.036325,109.019081,86.060089,58.455151
02/02/2016,46.456699,52.956329,65.885948,52.072838,35.538269,50.489594,16.919355,21.59071,105.395874,85.268509,57.890583
03/02/2016,46.766251,55.718098,66.608704,52.102638,36.043827,50.543018,18.833006,22.018045,109.297096,85.870453,57.83506
04/02/2016,47.572701,56.676548,66.280167,52.47517,35.908543,50.937073,19.709742,22.194962,110.857597,85.672539,55.687878
05/02/2016,47.043217,56.85405,66.690819,52.944557,36.293049,49.147209,20.578053,21.60218,109.915901,82.902008,52.911339
08/02/2016,46.057549,57.620819,67.857117,51.774799,36.12928,48.23893,21.235605,21.829643,107.144707,84.105858,50.940018
09/02/2016,45.780582,57.370071,67.873543,52.47517,35.70916,47.644554,20.485319,21.825048,106.61557,84.081146,51.532337
10/02/2016,45.226662,56.847084,67.035805,52.370861,35.588127,47.931709,20.493748,21.65962,105.321236,83.883224,53.133465
11/02/2016,43.230877,57.026184,65.623131,51.566196,35.168018,47.230473,21.109154,21.528656,98.15258,83.858482,51.828506
12/02/2016,46.831417,58.050644,66.518372,51.365036,35.680679,47.611149,21.732983,21.595287,98.324547,83.957458,52.217224
16/02/2016,47.531975,58.186779,66.912582,51.521488,35.773258,48.205532,20.704504,22.204153,101.917931,84.369728,53.485168
17/02/2016,47.874111,58.745564,67.717484,51.983418,35.830215,48.379185,20.940546,22.544203,105.303116,84.518166,53.836857
18/02/2016,47.092087,59.067947,67.331482,51.96851,36.27169,48.733131,21.134443,22.11684,106.416435,85.952866,54.234818
19/02/2016,47.100243,59.103786,67.17543,51.752464,36.214733,48.833332,20.940546,22.066299,104.235062,86.509369,54.891933
22/02/2016,47.711185,59.024975,67.454666,52.706146,36.364262,49.554596,21.176601,22.259298,106.253525,86.999367,55.687878
23/02/2016,45.715416,58.193939,67.191826,52.81044,36.050949,49.294144,21.404211,21.756117,105.809998,86.442902,55.724888
24/02/2016,45.731705,58.401684,66.986496,53.063774,36.186237,48.90678,21.564383,22.080078,104.624283,87.173798,55.900745
25/02/2016,46.440403,58.752739,67.627151,53.518272,36.392738,49.754963,21.791994,22.231726,105.737587,88.353157,57.733253
26/02/2016,46.872147,58.566467,66.608704,52.169693,36.328655,49.788364,21.370489,22.266186,106.95047,87.854836,57.936863
29/02/2016,45.862045,57.420216,65.943436,52.095192,36.122158,49.748272,21.775137,22.215637,106.968575,87.381416,57.002106
01/03/2016,48.224384,58.229748,66.7155,52.117527,36.641953,51.341961,21.404211,23.097929,108.579697,89.050827,58.233032
02/03/2016,48.680576,59.247059,67.799591,51.756287,37.111908,52.389439,22.120771,23.148474,108.299118,88.901344,57.585175
03/03/2016,48.843479,59.032127,68.037781,52.674461,36.948132,53.10025,22.60972,23.320791,108.262924,88.577393,57.037712
04/03/2016,48.916798,58.953323,68.571663,53.148586,36.891174,53.474342,22.011183,23.66773,109.584396,88.452812,56.842857
07/03/2016,48.827183,60.507927,68.251328,53.600147,37.175991,53.616505,22.365248,23.405811,111.240791,88.652161,54.977787
08/03/2016,47.882244,59.196911,68.218468,53.97646,37.353992,53.10025,21.8463,23.212805,110.742966,88.220276,55.49741
09/03/2016,48.159214,59.032127,68.136345,54.262447,37.268555,53.631477,22.057255,23.233488,111.20459,88.735229,54.124126
10/03/2016,47.743774,58.874519,67.577866,53.878609,37.254322,53.16758,23.078272,23.24497,111.277,88.984375,54.63446
11/03/2016,48.338425,58.881691,67.142578,54.352768,37.403839,54.544285,22.512913,23.495415,112.806671,89.457779,55.747944
14/03/2016,48.159214,59.03931,66.666214,54.443069,37.410965,54.31234,22.048817,23.555155,114.354439,89.416275,56.425308
15/03/2016,48.224384,59.333019,66.781189,54.93227,37.503521,54.387169,22.251337,24.028461,114.372536,89.499306,56.972763
16/03/2016,47.996284,59.368839,66.805832,55.361237,37.888039,54.888458,23.247032,24.34783,115.467773,89.208633,57.39959
17/03/2016,47.857811,60.250027,67.96389,56.106327,38.187099,55.703999,23.171089,24.308767,118.300827,88.652161,58.624405
18/03/2016,49.267071,60.321667,68.292419,55.285973,37.909393,55.561836,23.449547,24.336336,121.251534,89.283363,58.44812
21/03/2016,49.250774,59.906178,68.432022,55.413921,38.051796,54.634068,23.449547,24.33404,122.971352,89.100639,60.053371
22/03/2016,49.07156,60.264355,67.95565,54.909668,37.888039,54.802841,23.112024,24.520149,122.301529,89.183693,60.220402
23/03/2016,48.827183,59.999287,68.021378,55.323612,37.674423,54.652142,21.078434,24.384588,120.25592,90.113899,57.937763
24/03/2016,48.452477,60.16407,68.078873,55.255863,38.137245,54.614471,21.432842,24.278898,119.586121,89.956123,57.204742
28/03/2016,48.387302,60.335991,67.857117,55.052685,38.023335,55.526093,21.685976,24.168621,118.834839,89.889671,56.917091
29/03/2016,48.085907,60.558086,68.004921,56.174049,38.486149,56.663746,22.740747,24.740723,118.463745,90.645477,57.056278
30/03/2016,48.639839,60.5509,67.90641,56.25684,38.479034,56.392509,22.571983,25.172668,116.38195,90.512566,57.566624
31/03/2016,48.240673,59.884655,67.602493,56.535313,38.507519,56.528126,22.428539,25.04171,114.89756,89.864738,57.037712
01/04/2016,48.770164,59.433327,68.604515,56.738491,38.457672,56.633614,22.462284,25.271467,114.915634,90.686996,57.149055
04/04/2016,48.581417,59.576599,68.34169,56.128899,38.749615,56.256905,22.192272,25.531099,114.354439,90.188667,55.64587
05/04/2016,47.892101,58.896038,68.300644,54.977413,38.514637,55.767181,23.036077,25.23011,114.978989,90.487656,55.367496
06/04/2016,48.261375,59.684071,68.834465,54.751637,38.511051,56.196617,23.407356,25.494341,115.793594,90.878029,55.961357
07/04/2016,47.038628,59.010635,68.366318,54.91721,37.417309,55.676777,23.593,24.938316,114.951828,90.753426,55.952068
08/04/2016,47.383305,59.612427,68.333473,54.969898,37.546829,55.68433,24.554945,24.965889,115.74836,90.612244,55.135521
11/04/2016,47.760792,59.691238,67.947449,54.841953,37.136677,54.456268,26.251009,25.048601,115.775513,90.504265,53.743687
12/04/2016,48.647068,60.429127,68.029602,55.105366,37.381325,54.516525,25.845974,25.374865,117.187523,91.027504,54.328259
13/04/2016,50.706852,60.77298,67.725708,54.789272,36.906414,53.160393,24.875591,25.742481,118.699089,91.251762,55.283993
14/04/2016,51.363365,61.202877,67.907875,54.714005,36.956776,52.263844,24.200539,25.756266,118.4366,91.226837,55.200485
15/04/2016,50.772503,60.873295,68.14801,54.977413,36.949585,53.409012,24.782774,25.239296,118.690041,91.509216,55.209755
18/04/2016,51.100765,61.453587,68.586868,54.841953,37.223015,53.680256,24.858713,24.694765,119.45034,92.132126,55.274704
19/04/2016,51.962429,61.761654,68.959465,54.804321,37.47488,54.056961,26.082245,24.563807,120.093018,93.585609,55.265438
20/04/2016,52.717411,62.184353,67.526955,53.494801,37.237408,52.843979,25.69409,24.614353,118.183167,94.333061,55.321106
21/04/2016,52.192204,62.177174,66.905937,52.31321,35.999756,52.602886,27.162323,24.34783,118.337013,94.32476,55.747944
22/04/2016,52.495834,62.707314,67.030151,52.727127,36.373924,53.235756,26.352264,24.281199,118.61763,94.117119,55.144806
25/04/2016,52.192204,62.564041,67.411041,52.832508,36.525047,53.687794,26.251009,24.143339,118.346077,94.274925,54.94067
26/04/2016,52.463013,62.778961,65.870888,52.606728,36.294777,53.137798,26.976685,23.975616,120.599869,93.776596,55.246868
27/04/2016,52.610733,63.373577,66.152412,53.246437,37.194237,51.796734,27.086378,22.475269,124.075584,93.660324,54.996349
28/04/2016,52.192204,63.065529,66.044762,53.457165,36.712128,51.939884,27.837378,21.788282,122.011871,93.419495,54.318981
29/04/2016,51.863953,63.330597,66.342865,53.7883,36.654568,51.284416,29.508118,21.537846,122.011871,93.087265,54.690136
02/05/2016,52.348118,63.853561,67.046707,54.262447,36.928001,52.098099,28.976522,21.514868,121.296799,93.643707,55.293274
03/05/2016,51.338741,63.122826,67.154343,54.142036,36.46748,52.158379,28.546175,21.868704,119.921005,93.593864,55.228321
04/05/2016,50.526314,63.001034,67.568359,54.774212,36.582607,53.070004,27.297331,21.641243,118.472794,93.203537,54.847885
05/05/2016,50.255512,63.072678,67.319984,54.179649,36.582607,53.288479,27.72768,21.553396,119.549911,93.751694,53.994213
06/05/2016,50.550941,63.409393,68.007233,53.637794,36.784081,53.627518,28.799316,21.433193,120.617958,93.635406,54.216908
09/05/2016,50.230896,63.452408,67.998955,53.795849,36.755306,54.154903,26.858553,21.449375,119.568008,94.449348,54.486
10/05/2016,50.912014,64.469666,68.297043,53.825935,37.086311,54.508995,27.871124,21.595003,121.939453,95.238358,54.931385
11/05/2016,50.723278,64.159042,68.023796,53.97646,36.805679,52.633018,28.588362,21.384651,121.364571,94.989197,52.899303
12/05/2016,50.690445,64.780327,68.239075,54.397915,37.035942,52.648087,28.02301,20.883034,122.660362,94.872932,53.808636
13/05/2016,50.222691,64.050674,67.261993,54.254917,36.654568,52.135765,28.74869,20.924639,120.561554,94.31649,53.17767
16/05/2016,50.600182,64.708084,67.593201,54.352768,36.863232,52.550137,29.887836,21.70134,122.404846,95.04734,53.019928
17/05/2016,50.600182,64.679176,66.756859,53.494801,36.625778,51.352226,29.997528,21.611183,120.963058,94.540703,52.982819
18/05/2016,52.553276,64.549141,66.119286,52.388466,36.258797,51.00565,28.284588,21.858526,119.530403,94.34137,52.073475
19/05/2016,52.019863,65.09819,66.400841,53.344273,35.711941,50.342663,28.807755,21.775311,116.874992,93.726776,52.927135
20/05/2016,52.118343,64.83091,66.260063,53.419533,35.733532,50.832371,28.461794,22.011093,116.245369,94.220299,52.407513
23/05/2016,52.077316,64.729744,66.409111,52.78735,35.359337,50.885105,28.546175,22.290796,116.418732,93.81881,51.952835
24/05/2016,52.963593,64.780327,67.046707,53.269016,35.675957,51.216618,26.782602,22.630604,116.345741,94.262093,52.509583
25/05/2016,53.767807,65.206573,67.469017,53.389431,35.870235,51.864536,27.322647,23.028202,117.586777,94.814186,51.952835
26/05/2016,53.365704,64.874252,67.253716,53.86356,36.093307,51.789196,27.38171,23.210815,117.997391,94.43779,51.813667
27/05/2016,53.693962,65.02594,67.427605,53.893669,36.424294,51.774139,26.968243,23.196947,117.915276,94.571594,52.13842
31/05/2016,53.562645,64.310753,67.104668,54.375328,36.625778,52.143299,27.34796,23.083681,115.113838,94.262093,51.238365
01/06/2016,53.907318,64.469658,67.725723,54.474121,36.287582,50.003632,27.558914,22.760054,115.351105,94.337395,50.969288
02/06/2016,54.005795,63.956749,67.858177,54.329727,36.532246,50.101574,27.297331,22.588993,115.752602,95.767776,50.74593
03/06/2016,53.045658,63.84116,68.288765,55.454487,36.640167,48.948864,29.870964,22.635229,116.236229,95.993614,49.740879
06/06/2016,53.570858,64.541931,68.537186,55.302467,36.489056,47.931759,29.896273,22.799353,120.360802,96.838455,50.531887
07/06/2016,53.390335,65.531654,68.164543,55.097286,37.237408,48.338612,29.512072,22.891815,120.388153,96.805,49.833942
08/06/2016,53.546249,65.589455,68.437805,55.439281,37.071911,48.429008,29.875162,22.87101,121.364571,96.863556,50.364395
09/06/2016,53.135929,65.502762,68.868408,56.039654,37.381325,48.564625,30.314262,23.035139,121.455841,97.867332,51.12748
10/06/2016,52.389153,65.00428,68.89325,55.743275,37.899399,48.534485,30.221369,22.845587,119.66729,97.875679,51.28569
13/06/2016,51.921398,65.444954,68.371574,55.773678,37.827446,48.398865,30.305809,22.501152,118.554024,97.691658,51.09956
14/06/2016,50.944847,65.329384,69.017433,55.98645,38.129681,48.632427,29.68095,22.528894,119.083282,97.967697,50.364395
15/06/2016,50.854576,65.134315,68.686234,55.994045,38.021732,49.378315,30.601351,22.454922,118.773048,97.373787,50.541199
16/06/2016,51.059731,65.900085,69.067131,56.153652,38.467869,49.913231,30.069384,22.5497,118.052155,97.566185,49.759491
17/06/2016,51.108967,65.538879,68.835281,56.328442,38.698132,49.581715,30.103149,22.036524,118.462799,96.595879,49.982826
20/06/2016,51.182838,65.827866,68.760757,56.510834,38.683727,49.604317,29.832943,21.983355,121.136444,97.482552,50.587727
21/06/2016,51.658783,66.124046,69.067131,56.503242,38.928383,49.724876,29.41074,22.170595,120.014069,97.181404,50.969292
22/06/2016,51.461842,65.863976,69.199631,56.07766,38.878021,50.003632,30.162268,22.087376,120.24218,97.415604,50.783157
23/06/2016,52.561493,66.319115,69.729546,56.199245,39.338535,50.173683,29.883606,22.21451,121.866455,98.185181,50.364395
24/06/2016,48.909676,64.578041,68.114868,56.366421,39.165844,49.725773,31.403547,21.590382,115.451477,96.721344,48.940567
27/06/2016,47.276627,64.19516,67.261993,56.959206,39.388908,50.082581,31.82575,21.276007,111.965683,97.490898,48.289135
28/06/2016,48.844021,65.676147,68.280479,58.091553,39.446465,51.464279,31.386648,21.6343,113.051575,98.896172,49.405865
29/06/2016,50.222691,66.795898,69.481163,58.068752,39.619164,51.631306,31.82575,21.821545,115.880379,99.816299,51.304291
30/06/2016,50.99408,67.720596,70.110443,59.223892,40.180431,52.291763,33.033249,22.098938,118.508423,101.464142,51.369446
01/07/2016,50.663269,67.792839,70.201546,59.170685,40.461063,52.382877,34.063431,22.165972,118.344162,101.455788,51.750988
05/07/2016,49.249062,67.20047,70.748047,59.61908,40.676922,52.975029,34.09721,21.957928,115.862106,102.275536,51.369446
06/07/2016,49.778351,67.973465,70.408554,59.976276,40.891346,52.549892,34.975395,22.082758,115.852982,102.585037,51.927803
07/07/2016,50.100899,67.157127,70.242958,58.874317,40.251732,52.61063,34.586956,22.177534,116.044609,102.476295,52.039463
08/07/2016,51.134686,67.576118,71.021301,59.421482,40.629681,53.521641,34.738949,22.348583,118.709175,102.760689,52.783958
11/07/2016,51.498562,67.828964,71.004753,59.391083,40.651489,53.726604,34.671402,22.417938,120.488564,102.827599,52.886318
12/07/2016,52.267689,68.594765,71.004753,58.828712,40.31715,53.916401,33.742546,22.519644,119.366165,102.819229,54.030968
13/07/2016,52.2346,68.544182,71.120682,59.10231,40.702362,53.83289,34.519413,22.392511,118.727402,102.886154,53.965832
14/07/2016,53.028549,68.594765,71.104118,58.623531,40.586063,53.483673,35.144272,22.83634,120.041443,103.03672,54.431133
15/07/2016,53.078167,68.717567,71.220047,58.919914,40.586063,52.815605,34.899384,22.834023,120.807938,102.886154,53.854149
18/07/2016,52.896225,68.500847,71.153809,59.140301,40.651489,53.005394,35.152718,23.076744,121.75695,103.003265,53.733189
19/07/2016,52.813522,68.247963,71.352531,59.147892,40.48431,53.681057,34.950058,23.085991,122.879372,104.768196,53.751789
20/07/2016,52.871414,67.857864,71.202286,58.745129,40.426155,53.210369,33.176807,23.106798,122.934097,104.676208,53.751789
21/07/2016,52.672935,67.800087,71.152222,58.97311,40.244461,53.104095,34.215416,22.984278,121.848198,104.684593,53.035229
22/07/2016,52.962383,67.915688,71.536133,59.664665,40.775047,53.384983,34.848721,22.806286,121.793457,104.584183,52.793262
25/07/2016,52.821789,66.60807,71.60289,59.740665,40.607876,53.263523,33.886108,22.501152,121.309837,104.467102,53.174809
26/07/2016,53.036819,66.124046,71.160583,58.919914,39.837437,53.005394,34.730515,22.346277,123.052757,104.684593,52.458252
27/07/2016,53.202232,65.676147,70.484642,58.152336,40.208122,50.074997,35.735359,23.797964,124.065643,104.366714,51.918503
28/07/2016,53.011997,65.163208,70.776688,58.471539,39.873779,50.750648,36.030895,24.119274,121.373695,104.107407,51.6021
29/07/2016,52.904495,64.26017,71.427635,59.292294,40.273529,51.616119,37.153957,24.089228,121.966827,104.751503,51.648624
01/08/2016,52.763908,62.027855,72.111946,58.957909,39.612122,51.896996,37.28907,24.514563,121.556221,104.893661,51.564873
02/08/2016,52.639851,62.880322,72.404037,58.798328,39.248703,51.0695,38.724579,24.151642,120.087059,104.43364,51.108875
03/08/2016,53.475143,63.205425,71.744743,58.327133,39.176025,50.112942,38.015255,24.454462,120.333435,103.638985,50.950672
04/08/2016,53.392433,63.1982,71.811508,58.076355,39.197834,50.378662,37.922375,24.605526,119.731186,103.605522,50.987896
05/08/2016,54.831467,63.255985,71.586197,57.278381,38.987045,51.039135,37.517063,24.979708,120.205696,103.923386,51.974339
08/08/2016,54.666054,64.000092,71.569504,56.989613,38.950699,51.85146,37.702835,25.18656,120.625465,103.429871,52.09531
